,index,date,comments
4332,714683,2021-08-31,"Amazing place to stay, quiet, spacious, super clean, great lighting and very nicely decorated. There is an awesome desk to work remote from so it was perfect for me. I have stayed at many AirBNBs in the area and this is by far the best one. So close to the park and the MET. The kitchen was a big plus for me for my extended stay. I highly recommend this apartment if you are looking for a comfortable stay in the Upper East Side, I even extended my stay I enjoyed it so much. I will definitely stay again."
4333,761335,2020-10-24,great stay
4334,672926,2019-09-09,Lana's place is very convenient. It is located in Lower East side near SOHO. Subway station is also a few block away. The house is very clean and tidy including kitchen and bathroom. Lana is very kind and welcoming. Lana's place is highly recommended.
4335,880808,2021-11-29,This was a bright and airy home. Communication with the host was top notch. Everything was exactly as described. The home was very clean and comfortable with plenty of room for our girls trip!
4336,752175,2019-10-24,Great place. Great location. Would definitely stay here again.
4337,547591,2019-04-09,"Very spacious place with everything you could possibly need! Location is amazing and I have absolutely no complaints! Definitely recommending this to everyone, would come again :-)"
4338,471470,2019-10-10,Centralized location safe and super clean<br/>Don’t expect luxury its a sensible place for a single man or couple
4339,25437,2021-10-31,Nice convenient location and Chris was very accoomodating.
4340,539875,2020-08-23,It was nice
4341,183227,2019-05-22,"Location can't be beat! Extremely safe and secure building. Quiet, respectful host"
4342,854507,2021-05-02,"Pros:<br/>- great location (walking distance to Empire State Building, Koreatown, Time Squares, etc.) <br/>- very clean<br/>- quick response from hosts<br/>- contactless check-in <br/><br/>Cons:<br/>- no free parking spot with the hotel but there is metered parking and parking garage nearby (just a bit expensive)"
4343,565666,2021-07-13,"I stayed at Karen's place for about a month and Karen was a great host. She responded to any questions and concerns I had in a timely manner, and she let me know about any issues in a timely manner as well. For example, there was a brief internet shortage and she was kind enough to let me know about it immediately and keep me updated. Great host, great location, and a great stay."
4344,359403,2021-07-13,"I don't know how I was so lucky to have booked Katherine's place. First off, if you love animals you will love her cats. I took care of the cats for a week while Katherine went upstate to her tiny home, so I essentially had the full apartment to myself. If that interests you in the summer, you should message her about the details. When Katherine was at the place, she was incredibly easy-going and always willing to chat. <br/><br/>I also want to mention that if you are a young working professional trying to move to New York, this place checks off ALL of the boxes for a launchpad. It's in the heart of the East Village, which is certainly wild at times, but definitely central to the action. The room is right at the entrance of the apartment so you won't bother Katherine or the cats on your way in. It has a giant desk with excellent internet coverage and is right next to the AC . The bed and desk are separated by a wall that essentially divides the room. Overall for the value, an excellent choice for anyone who is trying to work while finding an apartment."
4345,662043,2019-08-15,"Excellent location on the Upper East Side!  Just two blocks away from the Q subway in a neighborhood with lots of restaurants (don't miss the ice cream at the sweet shop), a convenient grocery, and a 15 minute walk to some of the most beautiful parts of Central Park.  The apartment is a very comfortable size for a Manhattan one bedroom and even worked well when my aunt joined me for several days. The pull-out couch came in handy then!  Lots of storage/closet space and a Roku if you want to watch TV after a busy day exploring the city.<br/><br/>Zach was a great host, providing tips about the area and always responding quickly to any questions or concerns, and he was incredibly gracious when he had to let me in again after I accidentally locked the keys in the apartment.  This is a great city apartment for a single person or a couple.  It has a few foibles like any New York apartment (the door to the bedroom catches on the bed and doesn't easily close all the way, you have to walk through the bedroom to get to the bathroom, and it is a second floor walk-up so anyone with trouble with stairs might have issues), but it's a fantastic value and a fabulous Manhattan location.  Overall a smooth, very positive experience.  I would definitely consider it for my next trip to the city."
4346,671187,2019-10-08,"A cozy, cute room with lots of character packed into a smaller space. But the size of the room didn't matter when there was a comfy bed, a multitude of teas, and other amenity items. Would definitely go back again. Had a small photoshoot there as well and it was perfect, especially when able to control the lights."
4347,211022,2019-06-24,"Recommended!! Harlem's the place to be, and the apartment is in a great part of it, ideal for the subway (5 mins walk from lines B/C  and 2/3 at 135th, both taking you to the hub bub of downtown touristland in 15-20 mins). You can also reach the northern side of Central Park (the better side, IMO) by foot in 20 mins. The apartment has everything you need, inc breakfast to get you going, tea, coffee, etc. No need to buy things like salt, foil, ice, etc. as it's all there. The space is great, the bed is super comfy, the AC units in both the lounge and bedroom work really well -  a godsend when it was 27C and even more so when it was 90%+ humidity. The bedroom's at the back of the house so although the building is on a main avenue, weekend mornings are especially quiet. (I am a v light sleeper, but used earplugs just once during a 5-night stay, on a Weds night.) Lots of fantastic food options nearby (loved Yatenga, Jacobs, Sotto Casa, Sugar Hill Creamery but there's a ton of others!) as well as small grocery stores and a superior supermarket a 10-min stroll away at 145th. The shower works well, plenty of hanging space in the wardrobe, a range of toiletries in the bathroom, TV's fairly easy to navigate.  Also close to the Schumberg Center, also the meet-up point for Harlem walking tours - good to find out more about the rich history of this area and the stories behind the lovely homes and churches."
4348,505663,2019-09-06,"This was the best air bnb we have stayed in - hands down! The location just could not be beaten- the street was quiet and safe but a stones throw from the action if you wanted it! There were so many lovely touches including a food basket, umbrellas (for those unexpected NY showers). We loved the sheer number of amazing restaurants on our doorstep. We both really felt comfortable and at ‘home’ in NY. About a million times lovelier than staying in a cramped NY hotel. thanks Lena"
4349,829270,2021-05-20,"Miao was a great host, I would come back 100%!"
4350,282496,2019-10-23,"The place was perfect, the room was great, Brady was very helpful and she responded very quick when I had a query. The location was perfect for us, close to Manhattan and in the same line to the JFK Airport. Totally recommend it!!"
4351,676271,2019-05-26,"Great first trip to NYC staying at Dawa and Phurpas place in Jackson heights. We were weary of how hard it would be to get to manhattan each day, but it wasn’t hard with the subway. Expect about a 10 minute walk followed by a 30 minute ride on the subway but then you’re in the city for the whole day, their price is very fair when considering this. The Jackson heights area isn’t bad either and also has some things to offer. Would highly recommend to a younger couple or guests looking to have the whole New York experience. Place is as advertised."
4352,786363,2021-09-11,"Excelente relación precio calidad.<br/>Habitación muy cómoda, amplia y limpia.<br/>Excelente ubicación y fácil acceso.<br/>Excelente asesoramiento y recibimiento por parte de Alvaro y Tim"
4353,733049,2019-07-18,Good stay at Maria! Nice place to sleep and central to walk around NY
4354,837477,2021-10-27,"room was clean, accurate its very close to restaurants,Starbucks, subway. i really enjoy my stay here!"
4355,664215,2019-09-09,Place was cool but they need to replace front door to appt so visitors feel safe . And fix WiFi issue wit the tv.
4356,745829,2019-12-17,Good place to stay in a pinch. Bed was super comfy. If you are doing a day trip however be sure to pay attention to the check-in/check-out times as you'll only have 15 hours stay (basically to sleep).
4357,69918,2019-06-07,Awesome place! Andrew was a great host! Can totally recommend his place!
4358,570492,2019-12-16,"My friends and I traveled to New York for the first time together, Sheena’s place was perfect for us. It was very clean & there were a lot of amenities."
4359,569860,2019-10-27,"Houman's place was in a great location, only minutes away from the subway station. Even though he was not able to physically meet, check in was a breeze through the lockbox. I was surprised by how spacious the studio was and it was very well designed."
4360,662989,2019-05-01,"Very relaxed atmosphere inside and outside the house, nice spacious room with good beds, beautiful wooden floor and clean private bathroom. Roommates are lovely people and so is the cat! My sons and me had a fantastic time."
4361,640671,2021-11-29,"Mansura was an amazing host! She was incredibly responsive and greeted us upon arrival to make sure we settled in comfortably. She gave great restaurant recommendations! We loved Mesa Coyoacan. Her place was really nice and spacious. We felt right at home. And the snacks, wine and coffee were welcoming too. We would absolutely stay here again in NYC."
4362,808530,2020-05-26,This is definitely a great place to stay while visiting the city! Times Square is blocks away. The apartment is just steps away from so many restaurants and bars. I would recommend this place to anyone! The host Paul was very kind and helpful!
4363,622397,2020-07-19,"Nice home, will stay again"
4364,636793,2021-05-08,"Fabulous location, easy access, charming ambiance, great host."
4365,695529,2021-05-24,"Alfredo was a great host. The place was perfect for our needs. It was on  a nice quiet block, the area was nice. Overall it was a good stay"
4366,740395,2021-07-31,Great spot
4367,779877,2021-10-25,"Great spot in Crown Heights for large group stays, as advertised. The apartment was clean and well stocked with necessary amenities to make the stay comfortable. Daniel did a great job communicating with us in the build up."
4368,877640,2021-08-30,"Host is beyond helpful, great location, walking distance to LIRR"
4369,187302,2019-10-14,"David's home is in the perfect location in Park Slope, a very family-friendly and pet-friendly neighborhood in Brooklyn.  There are many restaurants near-by and also neighborhood grocery stores that are within a short walking distance. Also, the subway is only a few blocks away that will take you anywhere in Manhatten that you want to go (or anywhere else, for that matter). I loved running in Prospect Park! Fabulous place for long runs! Lots of other runners, bikers, walkers! And, closed to automobile traffic in much of the park."
4370,96124,2019-09-11,"Sarah's place was perfect for my short stay in NYC - convenient, clean, and safe. Thank you, Sarah and family, for your hospitality!"
4371,675845,2020-02-01,Me alojé durante una semana y el apartamento cumplió con las expectativas esperadas y el casero fue muy atento y rápido con cada mensaje o duda
4372,363958,2019-10-19,"This place is perfect to discover upper Manhatten. Just a few minutes to Time Square, Penn Station, HighLine and Hudson yards. The studio should be big enough for two persons (I compare it to the hotel rooms I had in the past with the advantage of having a kitchen and fridge). I would book this place again."
4373,887105,2021-10-16,Trey's place was a great getaway after being around in Manhattan all day! The location was convenient and close to the subway and we would definitely be happy to stay there again the next time we visit!!
4374,800571,2020-03-01,"10 out of 10 on everything: excellent value, perfect location, sparkling clean AND stylishly decorated AND neat AND tidy, and most of all, one of the kindest, friendliest, generous, professional ""Super hosts"" I've met through AirBnB. Inacio is a true sweetheart and an absolute professional, committed to ensuring that his guests have everything they need for a smooth, comfortable, stay. <br/><br/>I'm so  glad I found and booked this place.  A true gem in the heart of West Harlem/Hamilton Heights on the UWS, the unit is conveniently located to almost everything that makes Manhattan living great: 2 mins from the 1 train; a nice walking distance to all the shopping areas you could ask for (from Wholefoods, to Starbucks, DSW, H&M etc etc); close to Columbia and Barnard University; nice running trails around Riverside Drive, Morningside Drive, etc.; local and affordable Hamilton Heights eateries like Fumo, and a ton more. Literally something for everyone. <br/><br/>Highly recommend and would happily and repeatedly book here again without hesitation. Obrigado, Inacio! : )"
4375,783559,2021-11-06,Oh max! Where do I start? I wanna thank him for taking me in on my last few days here in New York! Really appreciate his great communication and service! Definitely a spot I would come to again! Thanks a bunch!<br/><br/>PS: This sandwich was amazing!
4376,621222,2019-05-10,Rachel’s place is great. The room was spacious and very clean. It’s a great location with multiple stores and food options within a few steps from her door. It’s also extremely close to the subway which was perfect for my work travel. I would definitely book again.
4377,202090,2019-06-26,Rosa’s place is lovely! A beautiful apartment located two blocks from the subway. Cosy room and an excellent value! Would definitely stay here again.
4378,412063,2019-09-19,"our stay at ashley's apartment was great. the place was just as expected from the pictures listed. we had many things ready for us including a mini fridge and fans in our bedroom. the location is great, just a block away from the train station and there also were many stores and restaurants nearby. the neighborhood was really pretty too. we didn't get to meet ashley but we did meet her partner and he was very kind to us. i would definetly reccomend this place."
4379,251679,2019-05-23,"Eva's place is a gem if you're visiting New York. The two-story apartment has a spectacular interior design and a large living area. It is also closely located next to one of the blue-line subway stops which allows convenient transportation to Manhattan. Besides, Eva is also super responsive and helpful before/during our stay at her place. I highly recommend this place."
4380,164980,2019-01-30,Great stay and will book again. Beautiful touches.
4381,829211,2021-06-02,"Good place, very clean and decent location. About 10 minute walk from the nearest subway. Place is pretty small, but I only needed a place to sleep and it is a good price for what you are getting."
4382,408002,2019-09-23,"It's a nice modern clean room.<br/>Good location, 5min. to subway, 10 min. to downtown Williamsburg.<br/>Highly recommend."
4383,480450,2021-08-14,"The apartment is as described, neat, modern and a designer delight. Elana has been very helpful from our first contact until checkout, being certain that everything go smoothly.  Thanks for a very pleasant stay."
4384,491091,2020-01-11,"Jia’s as the host was very helpful and always replied if needed. We did not need that much of help, but everything was very thoughtful. We were near some great street food and to get food it would be maybe less than a 5 min walk. This place is pretty close to a subway to get to the city, but if don’t want to go to the city staying in the area you’ll be so full of great food and great shopping complex. This was my significant others first time in New York and she loved it. Will come back."
4385,398347,2020-11-14,"A great place to stay in the center of Brooklyn where everything is available to you and easy transportation to Manhattan. Very clean and super easy check in. The space is smaller than most apartments, but it does not feel like it at all. The living room is very comfy to relax and zone out."
4386,812681,2021-06-03,"clean, good location, easy check in."
4387,81480,2019-03-23,Recomiendo este lugar!
4388,840802,2021-05-16,"This location is great, had an amazing time. Communication was great with Justin and hotel staff members. Very clean, and the location was beautiful and convenient. I would definitely recommend this to anyone looking for a great experience in NYC."
4389,844788,2021-03-01,"Jalisha's flat was mine and my partner's home for a few days and despite having to thoroughly clean upon arrival, afterwards it was cozy and quiet for the duration of our stay. I absolutely loved the bedroom, I never wanted to leave the bed! Jalisha responds quickly and was always readily available. She also provided all your kitchen essentials including a BLENDER! I would absolutely stay here again."
4390,347947,2019-05-13,"Appartement conforme aux photos et particulièrement propre.<br/>Appartement fonctionnel et bien équipé.<br/>Petite terrasse accessible et appréciable.<br/>Très grande hospitalité et disponibilité des propriétaires.<br/>Plusieurs lignes de métro à quelques minutes de la maison pour rejoindre Manathan en un peu plus de 30 min.<br/>Quelques aliments dans le frigo à disposition pour les premiers petits déjeuners (lait, jus d orange, œufs, café, céréales,...).<br/>Nous recommandons fortement cet appartement."
4391,511800,2019-03-21,"Marlyn’s home was excellent and clean, both her and her husband were very hospitable. I would definitely book one of their properties again :) - only gripe is it would have been good to have an extra set of keys as the two of us staying were often out separately!"
4392,818178,2021-02-28,"Met expectations, staff is very accommodating"
4393,731079,2020-02-22,"Maryanna's place is a very good deal for folks who mostly want to spend time out and about seeing the city. I felt lucky to find a private room in such a perfectly located neighborhood for so cheap. The apartment itself is pretty old New York style, but it was clean! Maryanna was very communicative and a good host."
4394,852520,2021-04-05,"This place is great for couples. Kitchen, washing machine,  stylish living room and bedroom. <br/>Bentley and his wife Angela are very attentive  and always wanting to make your stay more pleasant."
4395,763937,2019-11-11,Great place!
4396,516084,2021-03-15,Very nice clean host is very friendly easy check-in
4397,579338,2019-08-07,muy buena ubicacion facil de llegar desde el metro.barrio seguro
4398,890215,2021-11-03,"Grant and their roommate hosted my uncle and his partner who were visiting NYC for a few days. Travel during COVID complicated my uncle's visit, he was delayed at the airport and his previous stop because of mandatory testing. He was forced to check-in a whole day and half late and had to book an extra night last minute. While my uncle did not qualify for a partial refund for the first night's cancelation, Grant stayed up waiting for my uncle pass 1am on the second night, which was very kind of him. In terms of location, the apartment is located perpendicular to City College and above St. Nicholas Park. It's an easy walk, downhill to the express 145th street stations (ABCD trains) as well as the local 135th street station (BC trains). the stations are down the hill (and therefore uphill on your way back). The walks to the 137th and 145th street stations for the 1 train are not as steep and an option, especially if you're visiting the Lincoln Center ... location and the space are perfect for people who will be traveling around NYC. I high recommend this place and will be sending my family here when they visit me!"
4399,746927,2020-05-30,This place is quite and a nice getaway. Segun is a very humble and very respectful man. He was always checking up to see if Iam comfortable. Thanks Segun..
4400,863517,2021-06-04,"Location perfect<br/>Cleanliness perfect<br/>Host was too good, allowed us to checkin at 2 in the night. The place was actually for 5 people so that was the only bad point I would say. Otherwise, it was a perfect stay."
4401,482044,2019-03-22,Excellent location at an affordable price for a family of 5!!
4402,887205,2021-10-07,Idan was friendly and responded on a timely manner. The space is clean and in the most ideal location. I would give this place 6 stars if I could. I highly recommend this place! Also recommend the Espresso Martini's next door at Freeman Alley.
4403,549542,2019-12-31,Highly recommend.
4404,787189,2021-09-18,it is located in high Manhattan the metro is near and the room is comfortable. the welcome is warm it is like being in a family. I will come back. thank you for your kindness and your help.
4405,438756,2021-07-17,"This spot was amazing. very close to the J and L trains, super clean and super comfy. dorion was excellent with communication and accommodating any need that we had. would love to stay here again !"
4406,537395,2019-11-10,"It was the perfect place for a first trip in NYC. Kaptan, our host, was very kind and thoughtful. I really enjoyed talk with him even if I would have liked to take more time to discuss. The neighborhood was even better than expected."
4407,529742,2019-05-25,"If you want an authentic Queens, NY stay then, Lavonne's place is for you. Right in the heart of one of the main transit spots in New York along plenty of culture and places to eat. Lavonne was a great host who was on top of your needs. I was born and raised  it far from this area and it felt like I was home. Very cozy and clean with all the privacy you need! I'm happy with my stay and would go back."
4408,513967,2019-12-05,A very nice AirBnb close to a subway station. The description perfectly describes the property and the host was very friendly. We would recommend this AirBnb for everyone who wants to visit/sightsee NYC.
4409,426246,2019-09-01,"Elizabeth and Noel were great hosts.  The apartment is fantastic, very cool space with lots of original features. Location is perfect for all Greenpoint has to offer."
4410,707906,2019-07-14,"Misha's house is large, clean and in a great location. She responds quickly to my emails and was very accommodating. No issues encountered and no complaints to report. I would recommend staying at Misha's house without hesitation."
4411,715934,2021-09-12,"One of the finest AirBnb experiences we’ve ever had. The house is a gorgeously maintained Victorian that is even more striking than the photos suggest. Immaculately clean, check-in was super simple with clear, concise communication. Highly recommended!"
4412,807343,2021-09-16,He was a great host. Very responsive had a delightful stay. Would book again
4413,359399,2019-11-04,"Katherine is a lovely, relaxed and thoughtful host plus she has two amazing cats! The room is lovely and sunny and is quite roomy considering you're in the heart of East Village in Manhattan :) It's in a very cool area with loads of places to eat and hang out. Would highly recommend!!"
4414,331334,2021-03-29,A1. Definitely will book again.
4415,753603,2019-07-14,"Blanca’s place is beautiful & convenient to everything in the city. Close proximity to good parking garages, fresh food markets, and restaurants. I’d book again & again! Thank"
4416,827213,2020-10-20,"Salwah is attentive, kind, and has created a magical space for her guests. <br/><br/>My stay here was impeccable. Stylish. SUPER clean. Obsessed with the fresh smell of the linens. Unexpected amenities in the kitchen and bath, such as  snacks and great toiletries.<br/><br/>Every part of the space is super stylish and luxurious. Even more beautiful than the photos!<br/><br/>Will absolutely stay here again. The value of this space far exceeds its pricing. Book it!!!"
4417,883171,2021-10-16,"Place was amazing! Love all the natural light. Bed was so comfy, slept like a baby. I love the safe building with double doors and an elevator! Right next to G & L made it to work thirty minutes early today. & can we talk about the view of the sun rising from those beautiful windows?  Will be back."
4418,651796,2020-01-19,This was a perfect way to spend a night before flying out of JFK. Clean and easy check in. Very close to airport and street parking. Will stay again. Thanks!
4419,314163,2020-03-07,Thank you for being a great host Esin!
4420,546485,2019-08-20,Jeremiah was super cool! I was able to use the space to do a short film/commercial as well and he was super helpful too. Clean and well set up! The lot next door is also super convenient for parking options.
4421,705489,2019-07-24,Great
4422,713273,2019-07-27,"Love the neighborhood,  place was great."
4423,632644,2021-06-20,It was great stay very clean very creative
4424,515299,2019-05-05,"Sharon was an amazing host, the house was clean and comfortable beds"
4425,670497,2019-04-30,"Dave is a great host.  He is responsive and pleasant.  My 82 yr old dad stays with him, I am  happy with  Dave's place and know that he is safe and comfortable."
4426,701089,2020-03-31,"Totally exceeded our expectations...check in was totally smooth.. the place is accessible to public transport.. walking distance to Fordham Road, Webster Ave, and access to many shopping areas and grocery stores. This place gives off good positive vibes! <br/>Full kitchen was a big plus! ❤️ looking forward to staying here again!"
4427,534735,2019-04-18,satisfied customer
4428,675767,2021-09-06,"An amazing place in a great location!!  The unit was more spacious than we thought it would be and comfortably fit our party of 4. Between the cleanliness, awesome location with tons of great places to check out nearby, and the comfort of the space, it's definitely a 5 star Airbnb.  If I could, I would give Pietro 6 stars for his hosting because he accommodated our requests to drop off our luggage early and was very responsive with any questions we had.  Definitely a place worth returning to when I'm in NYC again!"
4429,799188,2021-01-02,My expectations were way beyond met she made me feel so comfortable and welcomed and the conversations were great
4430,670337,2019-04-23,"Perfecta ubicación, limpio y tal cual se ve en las fotos. El único problema el ruido de la calle.<br/>Muy recomendable."
4431,793475,2021-10-07,"The apartment was well equipped and located in a quiet area. Hosts were really kind and attentive about my needs. However, I felt this was a bit too expensive for what I experienced. It was further from JFK than described. Lastly, I felt a bit constrained because of the extensive house manual compared to other stays. Again, I know every host has a different way of managing their property but I’m trying to be as honest as possible."
4432,595492,2020-05-31,"Really enjoyed my stay. Very attentive hosts, I would definitely recommend booking with them."
4433,766646,2021-02-25,"Adam's place was very well located for our purposes as we needed to be close to our daughter's apartment in Spencer Street Brooklyn.  The subway, supermarket, bagel place and Fan Fan donuts and good coffee at Stonefruit, were a short walk away.  The bed is very comfortable and the kitchen was adequate. The bathroom was awkward and ice-cold in February, however this would be a good base for a stay in Brooklyn at this price-point."
4434,35033,2019-12-21,Everything was like we hoped. Calm place and great location! Thanks for everything!
4435,799369,2021-10-12,"Amazing location on a pretty block. Clean, looks just like the pictures. Great communication & easy check in. The only thing that would make this apartment perfect is more natural light… but there is an outdoor space to help make up for that. Would definitely recommend!"
4436,630660,2019-08-11,Trinity’s apartment was a great place for us to stay for 7 days. It is 5 streets from the subway and a direct metro to Times Square and other places in midtown. The room was a good size (especially for New York) and we could fit both our open suitcases in comfortably. Very comfortable bed too! Would highly recommend
4437,491560,2019-05-30,"Zee was a great host! Very polite and helpful. The room was very nice, clean and comfortable. Fantastic location. Friendly (and safe) neighborhood close to subway. There was also close everything that we needed: restaurants, shops, bakeries, laundry, pubs, etc. We would like to stay next time."
4438,847913,2021-08-07,"Suprised that the room is an actually an apartment type because there’s a mini kitchen with fridge and stove, and dining area. I wanted to extend my stay but another guests would be checking in. Place is also so quiet. <br/><br/>Host is responsive and accommodating. <br/>I had a great stay!"
4439,509500,2019-01-07,This place is a must! Outstanding value and Camilla is an amazing host. The place is “to die for” cute and the location was perfect for my needs. I will definitely book again!
4440,843252,2021-02-15,"Tamara's place for me is in the best part of the city! It's close to all of the restaurants, bars and shopping that I love. It's a walkable distance if you want to go anywhere else downtown. The check-in and check-out were super seamless. And there's an elevator so easy for us to get our luggage to the 4th floor. The interior has really cool art and sort of a minimalist colorful vibe, which i thought was super cool and the entire place was very clean! I'd definitely recommend her place :)"
4441,666107,2020-03-01,Great stay nice guy!
4442,871289,2021-10-24,"I was traveling solo and stayed here for an evening. I had a great experience! <br/><br/>The apartment and room are extremely clean, well-kept, and very comfortable.  Communication and coordination with Burak was seamless, and he is very good at responding to messages quickly, which I really appreciated as I coordinated my stay rather last minute.<br/><br/>The location of the apartment is excellent, with the subway and lots of great grocery stores, coffee shops, and restaurants nearby. Everything you need is within a very reasonable walking distance. I'd absolutely come back here again! Thanks Burak for a great stay."
4443,392372,2019-10-24,"Really stylish, comfortable, spacious  studio. Great host and a great NYC experience."
4444,113917,2019-11-27,Definitely recommend staying at Ron’s was a perfect location close to everything and enabled me to make the most of a short stay in NYC.
4445,817555,2021-04-29,*thumbs up*
4446,596019,2019-03-27,Perfect
4447,575173,2019-10-10,"I stay here whenever I go to NY.  It's quiet, private and secure and close to restaurants,<br/>stores and subway.  Hosts are very responsive, subway is just a few blocks away."
4448,731989,2019-07-16,"This was such a great home to stay in. Very laid back hosts, with great communication skills. Traveling is very easy from their place, really close to the C and A train. Lots of culture in the neighborhood, and shopping is easy. I will say, if you're going to the city, take all the things you will need with you that day, because it's a long trip back (even if you take the express train), and traveling back and forth will be a hassle. Besides that - I loved the place!"
4449,801380,2021-09-26,"best part about the place is location. we stayed here during bachelorette party and had 5 people in this room and 5 in another room in the same building. it's just three beds and a tiny tiny bathroom basically. so really bare bones. it worked fine for us, especially since all our plans were in Koreatown/midtown. didnt love the space that much in terms of comfort and convenience (bathroom size is really small but there are communal bathrooms on the same floor), shower curtain rod fell off the hinges by day 2. overall it was nothing fancy but fulfilled the purpose for our weekend."
4450,558826,2020-10-26,"Very pleasant place, clean"
4451,628518,2019-07-07,"Great location for the whole of Brooklyn, most sites within walking distance. Amazing view of the water only 15 minute walk away. 2 minute walk to the subway that leads you right into the centre of Manhattan. Great area full of cool shops and amazing food. The apartment of very homely and full of little amenities such as books on the local area and many maps as well as a guide written by Ashley. Midori the cat is the sweetest. Would recommend."
4452,385455,2019-03-16,Michael and Sharon were great hosts. The place was as described. Easy access to train. Good locale. And Michael served me a great welcome home burger. Thanks again for letting me stay at your place.
4453,666959,2019-05-17,"Tricia's place was great -- very clean, stylishly decorated, and comfortable. The location was perfect for me, as I was doing work at the Schomburg Center and this place was within easy walking distance. Check-in was easy, and the apartment is totally private. I would definitely stay here again."
4454,122249,2020-07-10,Nice cozy room!
4455,638294,2021-10-12,Very nice and spacious well accommodated basement studio apartment with separate entrance.  Great queen bed and extra futon bed.  Well equipped kitchen.  Very comfortable.  Very helpful host.
4456,868835,2021-09-21,Hernry es muy amable y siempre presto a atender las necesidades de sus huéspedes.
4457,858703,2021-10-04,"Great place and location! Stayed in New York for a few days with my girlfriend and we both loved it! The space was as described and we liked all the decorations. Everyone at the front desk was very helpful and attentive to us. We had a few questions about the place and the communication was excellent. The location is very lively during the day and in the evening. However, the place was very quiet, which we also appreciated. Overall, I was happy with my choice and will certainly look to stay here the next time I'm in NY. Thank you!!"
4458,539553,2020-03-08,"Great space for sleep and two people. Clean bathroom for a shared space. Marvelous neighborhood and people, so don’t be ignorant."
4459,519790,2019-10-29,"The loft was very nice and the beds were actually very comfortable! It was a great space, and Dan was always quick to respond to any questions we had!"
4460,582185,2020-01-01,Clean and friendly
4461,807297,2020-03-31,Nice warm cozy place.
4462,868256,2021-06-14,Very fair price and close to the best attractions of the area
4463,649350,2019-12-11,"Julie is a responsive and accommodating host. Place was welcoming, convenient, and affordable. I would recommend to anyone who needs a place to crash in Brooklyn."
4464,842666,2021-08-04,"Nice little apartment on the UES. Very quiet with lots of room for suitcases, etc. The location was great for us with lots of restaurants nearby. Aleftina was very responsive."
4465,724108,2019-05-21,Very nice place
4466,849749,2021-02-20,As always a perfect place to go this my second time here and I'll go again
4467,687078,2019-03-25,"There are so many good things to say about this space that it would take pages to sing all its praises, so I will stick to three main things.  First, the host, Linda, is by far the friendliest, most accommodating, warmest person you will ever meet.  She was always available by phone or in person for any questions or needs.  Second...  trust me on this - you will NOT find a place anywhere in NYC with the kind of charm, character and unique touches found here.  It is like walking into a long forgotten NY - interesting details, art, books, paintings, and architecture make you feel almost as if you are staying in a guest house at the Vanderbilt Mansion.  If you like vintage, old world charm, you will fall in love.  I mean...there's a fireplace in the room!  And finally... the place is located maybe three blocks from the heart of the Lower East Side nightlife and restaurant scene.  No lengthy Uber rides necessary to get to all the action that downtown has to offer.  I highly recommend a stay here.  You can't go wrong."
4468,846454,2021-03-13,Alinca’s Place was very nice and warm welcomed
4469,881261,2021-11-15,"Katia is a warm, excellent host. The place is clean, safe, and decorated nicely. Would very much recommend."
4470,800776,2021-10-13,"We really appreciated the place and loved how easy it was to come and go out of. It was beautiful and comfortable, perfect balance. Stefan’s place had everything we needed. Would definitely stay there again. <br/><br/>The location was great for our family (including a 4 and 5 year old)! Right between Chinatown and Little Italy we popped down for dinner or dessert most nights after bouncing around the city all day. <br/><br/>With kids, found that we could do go out in the morning (statue of Liberty, Brooklyn bridge, etc) and then come back for a rest before going out uptown later on (Central Park, Times Square, etc). We had a blast and having a great home base was crucial."
4471,658797,2019-02-15,Omar is a really cool dude. Communication was easy with him and he’ll check in with you to make sure that you’re as comfortable as possible. Definitely would stay there again!
4472,121962,2021-11-24,Excellent room! Great access to a kitchen and Carlene was so great about communicating with us. Thanks!
4473,843438,2021-04-17,Easy access to the subway
4474,139559,2021-07-07,"Our family stayed here for several nights while visiting people in NYC. 4 adults stayed comfortably here in the two double beds. The pictures in the listing are accurate, the noise level is what one might expect for living in NYC, the building felt safe and secure, and check-in was easy. We had a list minute check-out request that Gianni graciously allowed. Gianni was quick to respond to texts. The apartment and furnishings were very comfortable. The AC was a plus as temps were in the 90s when we visited. However, the bedrooms did get a little warm if the doors were closed. We did not get a chance to use the rooftop patio. <br/><br/>A minor complaint - TV with standard cable is listed as an amenity but there was no cable service. We had to connect to a laptop and stream if we wanted to watch anything (cables were provided). We felt the cleaning fee was a little steep as the appliances and furniture weren't super clean to begin with - stains on the oven from cooking, some crumbs stuck in the coffee table, and scuffs on the furniture. Again, personally, minor to us. It's clear this is a personal residence and we enjoyed the personal touches. Overall we would definitely stay again."
4475,127448,2019-06-26,Antonio is a very nice and helpful host. If you have any questions he will help you anytime. He responds very fast. I enjoyed my stay at his place. It was perfectly fine for sleeping and as expected. I would recommend it anytime. The house is in a very quiet area so nothing which disturbs your sleep ;)
4476,610657,2019-06-03,"Sam was responsive. The location was convenient because it was close to the subway station, just a short walk. The apartment wasn't as pretty as we had expected, but seemed like a typical NY apartment. The WiFi was down when we were there and the cable company couldn't get there until after we left... But he gave us a partial refund, so that was pretty cool of him. We never met him, but he seemed nice over messaging."
